id0,id1,id2,img,antsct
sub-SH166,ses-1,run-01,/projects/adapt_lab/shared/SHARP/bids_data/derivatives/fmriprep/sub-SH166/ses-1/func/sub-SH166_ses-1_task-rest_run-01_space-T1w_desc-preproc_bold.nii.gz,/projects/adapt_lab/shared/SHARP/bids_data/derivatives/fmriprep/sub-SH166/anat
